,Unnamed: 0,Unnamed: 0.1,Subject,Target,target_filename,Foil,foil_filename,Distractor,distractor_filename,informative_target,informative_foil,notes,presentation_index,Ambig_trial_ID,List,condition,Control_trial_ID,Trial_ID
493,,,P27,purple_flower,flower1,pink_cup,cup2,cane,cane,0,0,,,,C,control,C10,C10
494,,,P27,blue_cup,cup1,red_clock,clock2,cake,cake,0,0,,,,C,control,C11,C11
495,,,P27,green_clock,clock1,pink_shoe,shoe2,dress,dress,0,1,,,,C,control,C12,C12
496,,,P27,brown_shoe,shoe1,silver_spoon,spoon2,paintbrush,paintbrush,1,0,,,,C,control,C13,C13
497,,,P27,gold_spoon,spoon1,orange_toothbrush,toothbrush2,comb,comb,1,1,,,,C,control,C14,C14
498,,,P27,blue_toothbrush,toothbrush1,red_tree,tree2,door,door,0,0,,,,C,control,C15,C15
499,,,P27,green_tree,tree1,green_fish,fish2,pencil,pencil,0,0,,,,C,control,C16,C16
500,,,P28,green_fish,fish2,purple_flower,flower1,playdoh,playdoh,1,1,,,,D,control,D9,D9
502,,,P28,pink_cup,cup2,green_clock,clock1,cake,cake,,0,,,,D,control,D11,D11
503,,,P28,red_clock,clock2,brown_shoe,shoe1,dress,dress,0,0,,,,D,control,D12,D12
504,,,P28,pink_shoe,shoe2,gold_spoon,spoon1,paintbrush,paintbrush,1,1,,,,D,control,D13,D13
505,,,P28,silver_spoon,spoon2,blue_toothbrush,toothbrush1,comb,comb,1,1,,,,D,control,D14,D14
506,,,P28,orange_toothbrush,toothbrush2,green_tree,tree1,door,door,1,1,,,,D,control,D15,D15
507,,,P28,red_tree,tree2,blue_fish,fish1,pencil,pencil,0,0,,,,D,control,D16,D16
508,,,P29,red_bike,bike1,red_bird,bird2,candle,candle,0,0,,,,A,control,A9,A9
509,,,P29,green_book,book1,red_bus,bus2,apple,apple,0,0,,,,A,control,A10,A10
510,,,P29,red_book,book2,blue_bird,bird1,playground,playground,0,0,,,,A,control,A11,A11
511,,,P29,green_bus,bus1,red_car,car2,flashlight,flashlight,0,0,,,,A,control,A12,A12
512,,,P29,blue_car,car1,ginger_cat,cat2,dolphin,dolphin,0,0,,,,A,control,A13,A13
513,,,P29,black_cat,cat1,yellow_chair,chair2,hairbrush,hairbrush,0,0,,,,A,control,A14,A14
514,,,P29,blue_chair,chair1,white_dog,dog2,kangaroo,kangaroo,0,0,,,,A,control,A15,A15
515,,,P29,black_dog,dog1,yellow_bike,bike2,rainbow,rainbow,0,0,,,,A,control,A16,A16
516,,,P30,yellow_bike,bike2,blue_bird,bird1,candle,candle,0,0,,,,B,control,B9,B9
517,,,P30,red_bird,bird2,green_book,book1,playground,playground,1,0,,,,B,control,B10,B10
518,,,P30,red_book,book2,green_bus,bus1,apple,apple,0,0,,,,B,control,B11,B11
519,,,P30,red_bus,bus2,blue_car,car1,flashlight,flashlight,1,1,,,,B,control,B12,B12
520,,,P30,red_car,car2,black_cat,cat1,dolphin,dolphin,1,1,,,,B,control,B13,B13
521,,,P30,ginger_cat,cat2,blue_chair,chair1,hairbrush,hairbrush,0,0,,,,B,control,B14,B14
522,,,P30,yellow_chair,chair2,black_dog,dog1,kangaroo,kangaroo,1,0,,,,B,control,B15,B15
523,,,P30,white_dog,dog2,red_bike,bike1,rainbow,rainbow,1,0,,,,B,control,B16,B16
524,,,P31,blue_fish,fish1,yellow_flower,flower2,playdoh,playdoh,0,0,,,,C,control,C9,C9
525,,,P31,purple_flower,flower1,pink_cup,cup2,cane,cane,0,0,,,,C,control,C10,C10
526,,,P31,blue_cup,cup1,red_clock,clock2,cake,cake,0,0,,,,C,control,C11,C11
527,,,P31,green_clock,clock1,pink_shoe,shoe2,dress,dress,0,0,,,,C,control,C12,C12
528,,,P31,brown_shoe,shoe1,silver_spoon,spoon2,paintbrush,paintbrush,0,0,,,,C,control,C13,C13
529,,,P31,gold_spoon,spoon1,orange_toothbrush,toothbrush2,comb,comb,0,0,,,,C,control,C14,C14
530,,,P31,blue_toothbrush,toothbrush1,red_tree,tree2,door,door,0,0,,,,C,control,C15,C15
531,,,P31,green_tree,tree1,green_fish,fish2,pencil,pencil,0,0,,,,C,control,C16,C16
532,,,P32,green_fish,fish2,purple_flower,flower1,playdoh,playdoh,1,1,,,,D,control,D9,D9
533,,,P32,yellow_flower,flower2,blue_cup,cup1,cane,cane,1,1,,,,D,control,D10,D10
534,,,P32,pink_cup,cup2,green_clock,clock1,cake,cake,1,1,,,,D,control,D11,D11
535,,,P32,red_clock,clock2,brown_shoe,shoe1,dress,dress,1,1,,,,D,control,D12,D12
536,,,P32,pink_shoe,shoe2,gold_spoon,spoon1,paintbrush,paintbrush,1,1,,,,D,control,D13,D13
537,,,P32,silver_spoon,spoon2,blue_toothbrush,toothbrush1,comb,comb,1,1,,,,D,control,D14,D14
538,,,P32,orange_toothbrush,toothbrush2,green_tree,tree1,door,door,1,1,,,,D,control,D15,D15
539,,,P32,red_tree,tree2,blue_fish,fish1,pencil,pencil,1,1,,,,D,control,D16,D16
540,,,P33,red_bike,bike1,red_bird,bird2,candle,candle,0,0,,,,A,control,A9,A9
541,,,P33,green_book,book1,red_bus,bus2,apple,apple,0,0,,,,A,control,A10,A10
542,,,P33,red_book,book2,blue_bird,bird1,playground,playground,0,0,,,,A,control,A11,A11
543,,,P33,green_bus,bus1,red_car,car2,flashlight,flashlight,0,0,,,,A,control,A12,A12
544,,,P33,blue_car,car1,ginger_cat,cat2,dolphin,dolphin,0,0,,,,A,control,A13,A13
545,,,P33,black_cat,cat1,yellow_chair,chair2,hairbrush,hairbrush,0,0,,,,A,control,A14,A14
546,,,P33,blue_chair,chair1,white_dog,dog2,kangaroo,kangaroo,0,0,,,,A,control,A15,A15
547,,,P33,black_dog,dog1,yellow_bike,bike2,rainbow,rainbow,0,0,,,,A,control,A16,A16
548,,,P34,yellow_bike,bike2,blue_bird,bird1,candle,candle,0,0,,,,B,control,B9,B9
549,,,P34,red_bird,bird2,green_book,book1,playground,playground,0,0,,,,B,control,B10,B10
550,,,P34,red_book,book2,green_bus,bus1,apple,apple,0,0,,,,B,control,B11,B11
551,,,P34,red_bus,bus2,blue_car,car1,flashlight,flashlight,0,0,,,,B,control,B12,B12
552,,,P34,red_car,car2,black_cat,cat1,dolphin,dolphin,0,0,,,,B,control,B13,B13
553,,,P34,ginger_cat,cat2,blue_chair,chair1,hairbrush,hairbrush,0,0,,,,B,control,B14,B14
554,,,P34,yellow_chair,chair2,black_dog,dog1,kangaroo,kangaroo,0,0,,,,B,control,B15,B15
555,,,P34,white_dog,dog2,red_bike,bike1,rainbow,rainbow,0,0,,,,B,control,B16,B16
556,,,P35,blue_fish,fish1,yellow_flower,flower2,playdoh,playdoh,0,0,,,,C,control,C9,C9
557,,,P35,purple_flower,flower1,pink_cup,cup2,cane,cane,0,0,,,,C,control,C10,C10
558,,,P35,blue_cup,cup1,red_clock,clock2,cake,cake,0,0,,,,C,control,C11,C11
559,,,P35,green_clock,clock1,pink_shoe,shoe2,dress,dress,0,0,,,,C,control,C12,C12
560,,,P35,brown_shoe,shoe1,silver_spoon,spoon2,paintbrush,paintbrush,0,0,,,,C,control,C13,C13
561,,,P35,gold_spoon,spoon1,orange_toothbrush,toothbrush2,comb,comb,0,0,,,,C,control,C14,C14
562,,,P35,blue_toothbrush,toothbrush1,red_tree,tree2,door,door,0,0,,,,C,control,C15,C15
563,,,P35,green_tree,tree1,green_fish,fish2,pencil,pencil,0,0,,,,C,control,C16,C16
564,,,P36,green_fish,fish2,purple_flower,flower1,playdoh,playdoh,0,0,,,,D,control,D9,D9
565,,,P36,yellow_flower,flower2,blue_cup,cup1,cane,cane,0,0,,,,D,control,D10,D10
566,,,P36,pink_cup,cup2,green_clock,clock1,cake,cake,,0,wrong answer for first one - said cake,,,D,control,D11,D11
567,,,P36,red_clock,clock2,brown_shoe,shoe1,dress,dress,0,0,,,,D,control,D12,D12
568,,,P36,pink_shoe,shoe2,gold_spoon,spoon1,paintbrush,paintbrush,0,0,,,,D,control,D13,D13
569,,,P36,silver_spoon,spoon2,blue_toothbrush,toothbrush1,comb,comb,0,0,,,,D,control,D14,D14
570,,,P36,orange_toothbrush,toothbrush2,green_tree,tree1,door,door,0,1,,,,D,control,D15,D15
571,,,P36,red_tree,tree2,blue_fish,fish1,pencil,pencil,0,1,,,,D,control,D16,D16
572,,,P38,red_bike,bike1,red_bird,bird2,candle,candle,1,1,,,,A,control,A9,A9
573,,,P38,green_book,book1,red_bus,bus2,apple,apple,1,1,,,,A,control,A10,A10
574,,,P38,red_book,book2,blue_bird,bird1,playground,playground,1,1,,,,A,control,A11,A11
575,,,P38,green_bus,bus1,red_car,car2,flashlight,flashlight,1,1,,,,A,control,A12,A12
576,,,P38,blue_car,car1,ginger_cat,cat2,dolphin,dolphin,1,0,,,,A,control,A13,A13
577,,,P38,black_cat,cat1,yellow_chair,chair2,hairbrush,hairbrush,1,1,,,,A,control,A14,A14
578,,,P38,blue_chair,chair1,white_dog,dog2,kangaroo,kangaroo,1,1,,,,A,control,A15,A15
579,,,P38,black_dog,dog1,yellow_bike,bike2,rainbow,rainbow,1,1,,,,A,control,A16,A16
580,,,P39,yellow_bike,bike2,blue_bird,bird1,candle,candle,0,0,,,,B,control,B9,B9
581,,,P39,red_bird,bird2,green_book,book1,playground,playground,0,0,,,,B,control,B10,B10
582,,,P39,red_book,book2,green_bus,bus1,apple,apple,0,0,,,,B,control,B11,B11
583,,,P39,red_bus,bus2,blue_car,car1,flashlight,flashlight,0,0,,,,B,control,B12,B12
584,,,P39,red_car,car2,black_cat,cat1,dolphin,dolphin,1,1,,,,B,control,B13,B13
585,,,P39,ginger_cat,cat2,blue_chair,chair1,hairbrush,hairbrush,0,0,,,,B,control,B14,B14
586,,,P39,yellow_chair,chair2,black_dog,dog1,kangaroo,kangaroo,0,0,,,,B,control,B15,B15
587,,,P39,white_dog,dog2,red_bike,bike1,rainbow,rainbow,1,1,,,,B,control,B16,B16
